Site Identifier,Site Type,LAT Trimmed,LON Trimmed,Formatted_Address,City,Suburb,Postcode
117,Openserve Property,-33.54,27.04,"unnamed road, Kleinemonde, Ndlambe Local Municipality, South Africa",Ndlambe Local Municipality,Kleinemonde,N/A
496,Openserve Property,-29.75,25.32,"5 Voortrekker Street, Fauresmith, South Africa",Fauresmith,N/A,
1798,Openserve Property,-29.68,30.03,"Boston T Party, L215, Impendle Ward 4, Impendle Local Municipality, South Africa",Impendle Local Municipality,Impendle Ward 4,N/A
179,Openserve Property,-33.99,23.98,"Null, Kou-kamma Nu, South Africa",Kou-kamma Nu,N/A,
297,Openserve Property,-27.01,32,"Nkungwini, South Africa",Nkungwini,N/A,
459,Openserve Property,-30.97,27.6,"37 Null, Barkly East, South Africa",Barkly East,N/A,
1804,Openserve Property,-30.39,29.04,"unnamed road, Matatiele Ward 26, Matatiele Local Municipality, South Africa",Matatiele Local Municipality,Matatiele Ward 26,N/A
1283,Openserve Property,-31.56,26.55,"unnamed road, Inkwanca Ward 2, Inkwanca Local Municipality, South Africa",Inkwanca Local Municipality,Inkwanca Ward 2,N/A
736,Openserve Property,-34.42,19.24,"97 Main Road, Hermanus, South Africa",Hermanus,N/A,
540,Openserve Property,-28.73,24.71,"Tebogo Kock Street, Sol Plaatje Ward 31, Sol Plaatje Local Municipality, 8345, South Africa",Sol Plaatje Local Municipality,Sol Plaatje Ward 31,8345
425,Openserve Property,-30.21,30.8,"R102, Widenham, Umkomaas, 4170, South Africa",Umkomaas,Widenham,4170
248,Openserve Property,-27.99,30.72,"560 Nzima Street, Mondlo, South Africa",Mondlo,N/A,
1317,Openserve Property,-24.01,31,"Ba-Phalaborwa Ward 10, Ba-Phalaborwa Local Municipality, Mopani District Municipality, South Africa",Ba-Phalaborwa Local Municipality,Ba-Phalaborwa Ward 10,N/A
2325,Openserve Property,-34.39,20.84,"Elize Bruwer, Moodie Street, Oysterbeds, George, 6666, South Africa",George,Oysterbeds,6666
772,Openserve Property,-33.22,20.58,"unnamed road, Laingsburg Ward 2, Laingsburg Local Municipality, South Africa",Laingsburg Local Municipality,Laingsburg Ward 2,N/A
967,Openserve Property,-25.98,27.79,"Mogale City Nu, South Africa",Mogale City Nu,N/A,
619,Openserve Property,-28.37,29.38,"unnamed road, Maluti-a-Phofung Ward 22, Maluti-a-Phofung Local Municipality, South Africa",Maluti-a-Phofung Local Municipality,Maluti-a-Phofung Ward 22,N/A
1912,Openserve Property,-27.55,28.52,"8 3rd Street, Tweeling, South Africa",Tweeling,N/A,
1948,Openserve Property,-34.36,18.89,"4705 Oxalis Road, Betty's Bay, South Africa",Betty's Bay,N/A,
212,Openserve Property,-28,31.39,"Godlankomo, South Africa",Godlankomo,N/A,
1885,Openserve Property,-27.29,27.97,"Pierce Street, Ngwathe Ward 3, Ngwathe Local Municipality, 9650, South Africa",Ngwathe Local Municipality,Ngwathe Ward 3,9650
4985,Openserve Property,-27.01,29.87,"Kort Street, Pixley ka Seme Ward 7, Pixley Ka Seme Local Municipality, South Africa",Pixley Ka Seme Local Municipality,Pixley ka Seme Ward 7,N/A
131,Openserve Property,-33.76,23.5,"unnamed road, Kou-Kamma Ward 1, Kou-Kamma Local Municipality, South Africa",Kou-Kamma Local Municipality,Kou-Kamma Ward 1,N/A
1133,Openserve Property,-29.41,22.11,"unnamed road, Siyathemba Ward 3, Siyathemba Local Municipality, South Africa",Siyathemba Local Municipality,Siyathemba Ward 3,N/A
17876,Openserve Property,-31.44,22.36,"Ubuntu Ward 3, Ubuntu Local Municipality, 6985, South Africa",Ubuntu Local Municipality,Ubuntu Ward 3,6985
6560,Openserve Property,-32.97,27.9,"Two Rivers Drive, Cambridge, East London, 5247, South Africa",East London,Cambridge,5247
5803,Openserve Property,-25.3,26.7,"Moses Kotane Nu, South Africa",Moses Kotane Nu,N/A,
5103,Openserve Property,-29.75,24.79,"unnamed road, Relebohile, Letsemeng Local Municipality, South Africa",Letsemeng Local Municipality,Relebohile,N/A
970,Openserve Property,-26.29,28.39,"151 More Street, Kwa-thema, South Africa",Kwa-thema,N/A,
15620,Openserve Property,-22.87,30.75,"Tshikonelo, South Africa",Tshikonelo,N/A,
1424,Openserve Property,-25.71,28.38,"33 Madevu Street, Mamelodi, South Africa",Mamelodi,N/A,
1550,Openserve Property,-26.65,28.6,"31b Charles Street, Balfour, South Africa",Balfour,N/A,
374,Openserve Property,-30.76,30.25,"Ezingoleni Nu, South Africa",Ezingoleni Nu,N/A,
24090,Openserve Property,-32.98,27.82,"11 Leo Laden Street, East London, South Africa",East London,N/A,
33103,Openserve Property,-27.96,26.83,"19775 L Notsi Street, Thabong, South Africa",Thabong,N/A,
5796,Openserve Property,-26.46,25.26,"Street, Tswaing Nu, South Africa",Tswaing Nu,N/A,
1178,Openserve Property,-25.88,23.96,"Kagisano Nu, South Africa",Kagisano Nu,N/A,
3657,Openserve Property,-23.02,29.02,"Blouberg Local Municipality, Capricorn District Municipality, South Africa",N/A,Blouberg Local Municipality,N/A
172,Openserve Property,-33.5,25.63,"Sundays River Valley Nu, South Africa",Sundays River Valley Nu,N/A,
13071,Openserve Property,-30.69,28.51,"unnamed road, Elundini Ward 9, Elundini Local Municipality, South Africa",Elundini Local Municipality,Elundini Ward 9,N/A
2312,Openserve Property,-31.15,18.36,"Madeliefie Street, Nuwerus, South Africa",Nuwerus,N/A,
4171,Openserve Property,-26.46,27.86,"Orange Farm, South Africa",Orange Farm,N/A,
982,Openserve Property,-26.34,28.25,"Boksburg, South Africa",Boksburg,N/A,
718,Openserve Property,-34.58,19.35,"15 Church Street, Gans Bay, South Africa",Gans Bay,N/A,
3816,Openserve Property,-33.5,21.44,"197 Karoolande Street, Zoar, South Africa",Zoar,N/A,
4658,Openserve Property,-29.8,17.49,"unnamed road, Nama Khoi Ward 8, Nama Khoi Local Municipality, South Africa",Nama Khoi Local Municipality,Nama Khoi Ward 8,N/A
1284,Openserve Property,-31.3,25.82,"unnamed road, Gariep Ward 3, Gariep Local Municipality, 5920, South Africa",Gariep Local Municipality,Gariep Ward 3,5920
16395,Openserve Property,-32.24,26.66,"Null, Lukhanji Nu, South Africa",Lukhanji Nu,N/A,
1471,Openserve Property,-26.02,29.6,"2 Palm, Pullens Hope, South Africa",Pullens Hope,N/A,
272,Openserve Property,-30.01,29.01,"Matatiele Ward 7, Matatiele Local Municipality, Alfred Nzo District Municipality, South Africa",Matatiele Local Municipality,Matatiele Ward 7,N/A
267,Openserve Property,-27.97,31.03,"Abaqulusi Nu, South Africa",Abaqulusi Nu,N/A,
764,Openserve Property,-30.95,19.44,"Hoof Street, Loeriesfontein, South Africa",Loeriesfontein,N/A,
24490,Openserve Property,-26.04,28.18,"100 Kofifi Street, Tembisa, South Africa",Tembisa,N/A,
1822,Openserve Property,-30.81,30.33,"Ray Nkonyeni Road, Hibiscus Coast Ward 26, Hibiscus Coast Local Municipality, 4249, South Africa",Hibiscus Coast Local Municipality,Hibiscus Coast Ward 26,4249
20805,Openserve Property,-34.06,23.08,"17 Kennet Street, Knysna, South Africa",Knysna,N/A,
1571,Openserve Property,-23.01,30,"Makhado Ward 21, Makhado Local Municipality, Vhembe District Municipality, South Africa",Makhado Local Municipality,Makhado Ward 21,N/A
5097,Openserve Property,-30.08,24.66,"Street, Petrusville, South Africa",Petrusville,N/A,
2587,Openserve Property,-28.23,31.47,"Mahlabatini, South Africa",Mahlabatini,N/A,
1872,Openserve Property,-29.13,26.4,"Bloemfontein, South Africa",Bloemfontein,N/A,
5104,Openserve Property,-29.12,25.41,"Street, Petrusburg, South Africa",Petrusburg,N/A,
